doi,title,abstract,publication_year,source,cited_by_count,is_oa,oa_url,query_label,filter_decision,filter_reason
https://doi.org/10.3390/systems14010005,Systems Thinking in the Role of Fostering Technological and Engineering Literacy,"This study examined whether the systems thinking approach integrating information and communication technology (ICT) and digital tools (hereafter referred to as the STICT approach) improves technological and engineering literacy (TEL) and related outcomes for pre-service preschool teachers. Although there is an expectation for preschool teachers to develop TEL, evidence-based models that systematically combine systems thinking with digital tools and ICT support remain scarce. Using a quasi-experimental design (n = 44; one-semester experiment), the experimental group explicitly integrated systems thinking and digital tools, while the comparison control group followed the traditional approach to teaching design, technology, and engineering (DTE) content; both groups focused on making products for preschoolers. The outcomes included multidimensional literacy, attitudes towards DTE, self-reported systems thinking, aspects of engagement, and focus group reflection. The analyses (ANCOVA/MANCOVA, regression/PLS, multi-group tests, thematic analysis) revealed notable results, including a higher post-test literacy for the experimental group and a lower perceived difficulty with technology. Both groups improved in the self-assessment of systems thinking, with no differences between them. The qualitative findings supported the educational value of the approach. In this pilot classroom experiment (n = 44), findings are consistent with an advantage of the STICT approach on the TEL composite and with lower perceived difficulty of technology, whereas self-assessed systems thinking improved similarly in both groups. Given the small sample and multiple outcomes, estimates carry considerable uncertainty and should be read as preliminary. We theorise that TEL gains arise primarily from systems thinking processes applied during design/evaluation, with ICT functioning as a cognitive-and-motivational scaffold that makes relations/feedback explicit and reduces perceived difficulty; self-assessed systems thinking improved in both groups.",2025,Systems,3,TRUE,https://www.mdpi.com/2079-8954/14/1/5/pdf?version=1766151423,Block 1C: AI and journal/publication policy,EXCLUDE,K-12/school context: school teacher
https://doi.org/10.1007/978-981-99-9730-5_1,"An Introduction to Industry 5.0: History, Foundations, and Futures","Abstract The meaning of Industry 5.0 continues to evolve. It originally implied a reaction to the excesses of technologies in Industry 4.0, the era of cyber-physical systems and the Internet-of-Things. In the short time since the term was first used, artificial intelligence has taken over public attention, bringing new questions and new meanings. Many of the influences shaping our technologies, however, date back to the first Industrial Revolution: efficiency, profitability, etc. Will those same influences continue to shape future technological developments, or is this an era in which humans can choose to make new choices?",2024,Translational systems sciences,2,TRUE,https://link.springer.com/content/pdf/10.1007/978-981-99-9730-5_1.pdf,Block 1A: AI in research practice (broad fields),EXCLUDE,Big data/Industry 4.0 frame: industry 4.0
https://doi.org/10.31219/osf.io/wqvrh,Exploring the Perception of AI in Learning: Unveiling the Role of Student and Teacher Motivation and Self-Efficacy,"Purpose. Artificial intelligence (AI) has a significant impact on education, but little is known about how primary and lower secondary school students perceive AI in learning. This study aims to explore both student and teacher motivation and self-efficacy in relation to students’ perceptions of AI in learning.Design/methodology/approach. Data from 907 primary and lower secondary school students and 53 corresponding class teachers from German speaking Switzerland was collected through questionnaires. Analysis was conducted using doubly multilevel structural equation modeling (ML-SEM).Findings. Analysis revealed that students’ motivation to learn with digital media is significantly linked to their perception of AI at the individual level. Furthermore, students’ self-efficacy plays a crucial role for their motivation, with girls exhibiting lower self-efficacy to learn with digital media compared to boys. At the class level, teacher motivation to integrate digital media in teaching was significantly positively associated with student motivation.Originality. This study is among the first to investigate primary and lower secondary school students’ perceptions of AI. It distinguishes itself by considering both student and teacher variables in a ML-SEM.Practical Implications. The research highlights the importance of fostering students’ self-efficacy and motivation to learn with digital media, particularly among female students. Additionally, it emphasizes the need for a supportive and motivating teacher-student dynamic to create a more positive perception of AI in learning. These findings provide valuable insights for integrating AI in primary and lower secondary school settings.",2023,,2,TRUE,https://osf.io/wqvrh/download,Block 1A: AI in research practice (broad fields),EXCLUDE,K-12/school context: secondary school
https://doi.org/10.31224/5781,Retrieval-Augmented Generation,"Retrieval-augmented generation (RAG) is a hybrid architecture that combines the generative power of large language models (LLMs) with the factual reliability of information retrieval systems. Although the emergence of large language models (LLMs) has significantly improved the performance of natural language understanding and generation tasks. However, these models often suffer from information distortion, outdated information, and lack of transparency. Retrieval-augmented generation (RAG) addresses these limitations by introducing an external retrieval mechanism into the generation process. RAG systems follow the retrieve first, then generate paradigm, which retrieves relevant documents from knowledge sources and uses them as input to the language model. This approach enables the model to generate more accurate, solid, and timely responses. RAG has become an infrastructure for knowledge-intensive natural language processing (NLP) and LLM. In this review, we comprehensively review the basic architecture of RAG systems, analyze key components such as retrievers and generators, compare mainstream implementations, and evaluate their performance on various tasks. We also discuss challenges in the RAG pipeline, including latency, hallucinations, context filtering, and knowledge freshness. Finally, we highlight future research directions in terms of scalability, personalization, and integration with structured knowledge sources.",2025,,2,TRUE,https://engrxiv.org/preprint/download/5781/9636/8058,Block 2G: Structured prompts and epistemic quality,EXCLUDE,NLP system building: information retrieval system
https://doi.org/10.1007/s40558-025-00352-0,A six-phase AI-expert framework for evaluating policy coherence in sustainable tourism,"This study introduces a six-phase AI–expert evaluation framework, grounded in computational interpretivism, to assess the coherence between national and international sustainable tourism policies, using the Croatian Strategy for Sustainable Tourism as a case study. Leveraging Anthropic Claude 3.5 Sonnet, a state-of-the-art generative AI model, the framework integrates natural language processing, vector-based similarity search, and expert validation to extract key policy areas, formulate evaluation questions, and assess alignment with the European Union’s principal tourism policy documents: the Transition Pathway for Tourism, European Agenda for Tourism 2030, and EU Strategy for Sustainable Tourism. The analysis produced a validated set of 68 binary and 27 qualitative evaluation questions, developed through iterative AI–expert collaboration and verified through quantitative similarity measures (Jaccard coefficients of 0.714 for key areas and 0.904 for topics). Three domain experts independently validated all phases, achieving substantial inter-rater reliability (Fleiss’ κ = 0.717). Results confirm that AI can substantially enhance efficiency, scalability, and transparency in policy analysis, while expert oversight remains indispensable for contextual interpretation, ethical validation, and policy relevance. The study advances theoretical understanding of hybrid human–AI epistemologies and contributes a replicable, auditable model for policy coherence evaluation in complex governance systems. Beyond tourism, the framework demonstrates how AI-assisted analysis can strengthen evidence-based policymaking, supporting adaptive governance and cross-level policy alignment in sustainability-driven sectors.",2025,Information Technology & Tourism,1,TRUE,https://link.springer.com/content/pdf/10.1007/s40558-025-00352-0.pdf,Block 2G: Structured prompts and epistemic quality,EXCLUDE,NLP/text processing focus: natural language processing
https://doi.org/10.18178/jaai.2024.2.1.79-95,Contribution of ChatGPT and Similar Generative Artificial Intelligence for Enhanced Climate Change Mitigation Strategies,"The urgent acceleration of climate change necessitates the development of innovative and adaptive mitigation strategies.This study investigates how ChatGPT or Bard, an advanced language model, enhances efforts to mitigate climate change.By leveraging natural language processing and machine learning, ChatGPT facilitates improved communication, collaboration, and decision-making among stakeholders, thereby accelerating the implementation of mitigation strategies.The paper begins by examining the context of climate change, emphasizing the need for robust mitigation measures.It underscores the limitations of traditional approaches and introduces the transformative potential of integrating ChatGPT into climate action frameworks.The model's capacity to analyze extensive datasets and generate human-like text allows it to comprehend intricate climate science, distill key insights, and communicate them effectively.The study also explores ChatGPT's role in enhancing climate resilience through advanced risk assessment and adaptation planning.By analyzing climate data, the model assists in identifying vulnerable regions and developing targeted strategies for infrastructure resilience, disaster preparedness, and community engagement.The collaborative approach is essential for addressing the transboundary nature of climate change and achieving international climate goals.By harnessing the model's capabilities, stakeholders can unlock new dimensions of innovation, communication, and collaboration, paving the way for a more sustainable and resilient future.",2024,Journal of Advances in Artificial Intelligence,1,TRUE,https://www.jaai.net/vol2/JAAI-V2N1-18.pdf,Block 1C: AI and journal/publication policy,EXCLUDE,NLP/text processing focus: natural language processing
https://doi.org/10.18261/njdl.20.2.5,"How capable is GPT-4 at answering exams and tests in Norwegian, and what implications could this have for education?","A number of meta-analyses have compared traditional teaching and tutoring with Intelligent Tutoring Systems (ITSs) and have discovered that ITSs can perform well in one-on-one tutoring for students. However, the existing ITSs have not handled the Norwegian language, and although large language models like GPT-4 are not developed as ITSs, they have clear similarities. The purpose of this position paper is to address how GPT-4 handles multilinguistic and cognitive challenges with Norwegian as an exam/test language, descriptive-procedural questions, and various exam and test contexts. This includes exams in medicine, nursing, psychology, dentistry, a theory test for military service, the Norwegian driving test, the Swedish university entrance test, the Norwegian citizenship test, and a national teacher exam in mathematics. A key concern is to investigate what kind of implications this could have for education. The results show that GPT-4 handles multilinguistic challenges well and performs remarkably well in Norwegian within both academic exam tasks and generic IQ and social tests, with elements of both descriptive and procedural questions. With an average precision rate of 94.26%, GPT-4’s performance demonstrates a high degree of reliability. This is partly consistent with the international knowledge base in some areas, but the study differs from this by confirming that it also masters Norwegian exam and test contexts very well. Thus, it has the ability to adapt linguistically and culturally, something conventional ITSs do not possess. GPT-4 (Spring 2024) is also capable of conducting multimodal analyses of medical images in Norwegian, and handles minority languages in Sami, which ITSs usually cannot do. Despite certain limitations, the position paper claims that such findings contribute to a broader understanding GPT-4’s multilinguistic and cognitive capabilities in formative and summative assessment contexts. Therefore, this position paper argues that it has significant implications for various aspects of the educational sector.",2025,Nordic Journal of Digital Literacy,1,TRUE,https://www.scup.com/doi/pdf/10.18261/njdl.20.2.5?download=true,Block 1A: AI in research practice (broad fields),EXCLUDE,Pedagogical effectiveness (student outcomes): intelligent tutoring system
https://doi.org/10.29333/pr/18125,STEAM education for sustainable futures: A pedagogical framework for education for sustainable development,"This study examines the design and implementation of a six-week science, technology, engineering, arts, and mathematics (STEAM) education program aligned with education for sustainable development (ESD) through interdisciplinary and arts-integrated learning. Conducted in early 2025 with 28 upper elementary and middle school students (ages 10-14), the exploratory pilot program integrated STEAM domains to support systems-oriented thinking, ethical reflection, and interdisciplinary engagement with sustainability-related challenges. Grounded in an exploratory qualitative design, the program employed project-based learning, reflective dialogue, and arts-based inquiry to operationalize ESD principles in classroom practice. Qualitative data from student journals, facilitator observation logs, and reflective debriefs were analyzed thematically to examine patterns in learner engagement, cross-domain conceptual connections, and emerging value-oriented reasoning. Thematic analysis revealed recurring and increasingly articulated patterns of systems awareness, ethical reflection, creative risk-taking, and interdisciplinary transfer as students engaged in iterative design processes and expressive problem framing. Rather than claiming measurable learning gains or confirmed transformation, the study offers a descriptive account of how STEAM-ESD integration can be enacted pedagogically and how such integration may support conditions associated with transformative learning rather than demonstrable transformation. The findings contribute a practice-informed framework and empirical illustration relevant to educators and curriculum designers exploring interdisciplinary approaches to ESD in pilot and non-formal educational settings.",2026,Pedagogical Research,1,TRUE,https://www.pedagogicalresearch.com/download/steam-education-for-sustainable-futures-a-pedagogical-framework-for-education-for-sustainable-18125.pdf,Block 2G: Structured prompts and epistemic quality,EXCLUDE,K-12/school context: middle school student
https://doi.org/10.3126/ire.v9i1.69753,Teachers' Perceptions of Integrating ChatGPT in Nepalese Classrooms,"This article explores teachers' perceptions of integrating ChatGPT in Nepalese classrooms. Using a qualitative research design, the study examines the viewpoints and experiences of teacher participants to gain an understanding of context, meanings, and subjective perspectives using ChatGPT. In-depth interviews were conducted with five teacher educators and five school teachers, capturing insights from both university and school classroom environments. Purposive sampling ensured the deliberate selection of participants from the Faculty of Education, Tribhuvan University and schools in the Kirtipur municipality. The data analysis involves transcription, translation, coding, decoding, and the creation of themes, sub-themes, and categories, enabling an exploration of the study's issues. The study found that teachers perceive ChatGPT as a useful tool for deepening classroom instruction, particularly in providing personalized learning experiences. However, concerns were raised regarding the potential over-reliance on the technology, emphasizing the need for proper training and guidelines to ensure its effective integration in Nepalese educational settings. This study contributes valuable insights for educators and teachers interested in integrating ChatGPT into educational settings, with the ultimate goal of informing the development of strategies for the effective use of this technology in Nepalese classrooms.",2024,Interdisciplinary Research in Education,1,TRUE,https://www.nepjol.info/index.php/ire/article/download/69753/54351,Block 1C: AI and journal/publication policy,EXCLUDE,K-12/school context: school teacher
https://doi.org/10.4108/eai.13-10-2023.2341272,Study on the Influence and Threat of Chat GPT,"ChatGPT is a chatbot program, a natural language processing tool driven by artificial intelligence technology. The powerful functions of ChatGPT have attracted the attention of both academia and industry and have had a huge impact on society as a whole. In this paper, the related work of ChatGPT is",2024,,1,TRUE,http://eudl.eu/pdf/10.4108/eai.13-10-2023.2341272,Block 1C: AI and journal/publication policy,EXCLUDE,NLP/text processing focus: natural language processing
